"Código","Unidade Territorial","UF","Referência","Pessoas com deficiência (PCD) que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"270230","CORURIPE","AL","10/2020","1287"
"270230","CORURIPE","AL","11/2020","1281"
"270230","CORURIPE","AL","02/2020","1274"
"270230","CORURIPE","AL","05/2020","1289"
"270235","CRAÍBAS","AL","05/2020","556"
"270235","CRAÍBAS","AL","08/2020","552"
"270235","CRAÍBAS","AL","10/2020","541"
"270235","CRAÍBAS","AL","02/2020","537"
"270235","CRAÍBAS","AL","09/2020","545"
"270235","CRAÍBAS","AL","03/2020","537"
"270235","CRAÍBAS","AL","11/2020","540"
"270235","CRAÍBAS","AL","07/2020","554"
"270235","CRAÍBAS","AL","01/2020","543"
"270235","CRAÍBAS","AL","06/2020","554"
"270235","CRAÍBAS","AL","12/2020","535"
"270235","CRAÍBAS","AL","04/2020","554"
"270240","DELMIRO GOUVEIA","AL","02/2020","2409"
"270240","DELMIRO GOUVEIA","AL","05/2020","2423"
"270240","DELMIRO GOUVEIA","AL","11/2020","2383"
"270240","DELMIRO GOUVEIA","AL","06/2020","2422"
"270240","DELMIRO GOUVEIA","AL","12/2020","2361"
"270240","DELMIRO GOUVEIA","AL","01/2020","2447"
"270240","DELMIRO GOUVEIA","AL","07/2020","2412"
"270240","DELMIRO GOUVEIA","AL","09/2020","2398"
"270240","DELMIRO GOUVEIA","AL","08/2020","2409"
"270240","DELMIRO GOUVEIA","AL","10/2020","2390"
"270240","DELMIRO GOUVEIA","AL","04/2020","2423"
"270240","DELMIRO GOUVEIA","AL","03/2020","2407"
"270250","DOIS RIACHOS","AL","08/2020","115"
"270250","DOIS RIACHOS","AL","10/2020","115"
"270250","DOIS RIACHOS","AL","05/2020","114"
"270250","DOIS RIACHOS","AL","01/2020","114"
"270250","DOIS RIACHOS","AL","06/2020","115"
"270250","DOIS RIACHOS","AL","11/2020","114"
"270250","DOIS RIACHOS","AL","02/2020","114"
"270250","DOIS RIACHOS","AL","03/2020","114"
"270250","DOIS RIACHOS","AL","07/2020","116"
"270250","DOIS RIACHOS","AL","04/2020","115"
"270250","DOIS RIACHOS","AL","12/2020","115"
"270250","DOIS RIACHOS","AL","09/2020","115"
"270255","ESTRELA DE ALAGOAS","AL","10/2020","190"
"270255","ESTRELA DE ALAGOAS","AL","06/2020","182"
"270255","ESTRELA DE ALAGOAS","AL","07/2020","183"
"270255","ESTRELA DE ALAGOAS","AL","09/2020","187"
"270255","ESTRELA DE ALAGOAS","AL","08/2020","184"
"270255","ESTRELA DE ALAGOAS","AL","02/2020","178"
"270255","ESTRELA DE ALAGOAS","AL","11/2020","189"
"270255","ESTRELA DE ALAGOAS","AL","12/2020","188"
"270255","ESTRELA DE ALAGOAS","AL","03/2020","178"
"270255","ESTRELA DE ALAGOAS","AL","04/2020","179"
"270255","ESTRELA DE ALAGOAS","AL","01/2020","177"
"270255","ESTRELA DE ALAGOAS","AL","05/2020","180"
"270260","FEIRA GRANDE","AL","10/2020","299"
"270260","FEIRA GRANDE","AL","03/2020","293"
"270260","FEIRA GRANDE","AL","02/2020","296"
"270260","FEIRA GRANDE","AL","05/2020","299"
"270260","FEIRA GRANDE","AL","01/2020","297"
"270260","FEIRA GRANDE","AL","12/2020","293"
"270260","FEIRA GRANDE","AL","11/2020","299"
"270260","FEIRA GRANDE","AL","09/2020","297"
"270260","FEIRA GRANDE","AL","08/2020","296"
"270260","FEIRA GRANDE","AL","07/2020","298"
"270260","FEIRA GRANDE","AL","06/2020","298"
"270260","FEIRA GRANDE","AL","04/2020","297"
"270270","FELIZ DESERTO","AL","08/2020","42"
"270270","FELIZ DESERTO","AL","04/2020","43"
"270270","FELIZ DESERTO","AL","07/2020","42"
"270270","FELIZ DESERTO","AL","01/2020","42"
"270270","FELIZ DESERTO","AL","05/2020","43"
"270270","FELIZ DESERTO","AL","06/2020","42"
"270270","FELIZ DESERTO","AL","10/2020","43"
"270270","FELIZ DESERTO","AL","03/2020","43"
"270270","FELIZ DESERTO","AL","02/2020","42"
"270270","FELIZ DESERTO","AL","11/2020","44"
"270270","FELIZ DESERTO","AL","12/2020","45"
"270270","FELIZ DESERTO","AL","09/2020","43"
"270280","FLEXEIRAS","AL","05/2020","133"
"270280","FLEXEIRAS","AL","04/2020","131"
"270280","FLEXEIRAS","AL","10/2020","135"
"270280","FLEXEIRAS","AL","06/2020","132"
"270280","FLEXEIRAS","AL","08/2020","133"
"270280","FLEXEIRAS","AL","07/2020","134"
"270280","FLEXEIRAS","AL","09/2020","135"
"270280","FLEXEIRAS","AL","12/2020","139"
"270280","FLEXEIRAS","AL","11/2020","136"
"270280","FLEXEIRAS","AL","02/2020","130"
"270280","FLEXEIRAS","AL","03/2020","130"
"270280","FLEXEIRAS","AL","01/2020","135"
"270290","GIRAU DO PONCIANO","AL","08/2020","889"
"270290","GIRAU DO PONCIANO","AL","12/2020","885"
"270290","GIRAU DO PONCIANO","AL","06/2020","894"
"270290","GIRAU DO PONCIANO","AL","02/2020","888"
"270290","GIRAU DO PONCIANO","AL","03/2020","888"
"270290","GIRAU DO PONCIANO","AL","10/2020","886"
"270290","GIRAU DO PONCIANO","AL","04/2020","892"
"270290","GIRAU DO PONCIANO","AL","09/2020","884"
"270290","GIRAU DO PONCIANO","AL","05/2020","892"
"270290","GIRAU DO PONCIANO","AL","01/2020","895"
"270290","GIRAU DO PONCIANO","AL","07/2020","894"
"270290","GIRAU DO PONCIANO","AL","11/2020","883"
"270300","IBATEGUARA","AL","07/2020","223"
"270300","IBATEGUARA","AL","04/2020","214"
"270300","IBATEGUARA","AL","02/2020","207"
"270300","IBATEGUARA","AL","03/2020","211"
"270300","IBATEGUARA","AL","01/2020","202"
"270300","IBATEGUARA","AL","10/2020","225"
"270300","IBATEGUARA","AL","05/2020","218"
"270300","IBATEGUARA","AL","11/2020","228"
"270300","IBATEGUARA","AL","12/2020","228"
"270300","IBATEGUARA","AL","08/2020","223"
"270300","IBATEGUARA","AL","09/2020","223"
"270300","IBATEGUARA","AL","06/2020","221"
"270310","IGACI","AL","01/2020","705"
"270310","IGACI","AL","10/2020","700"
"270310","IGACI","AL","02/2020","691"
"270310","IGACI","AL","08/2020","700"
"270310","IGACI","AL","11/2020","703"
"270310","IGACI","AL","12/2020","701"
"270310","IGACI","AL","05/2020","697"
"270310","IGACI","AL","04/2020","698"
"270310","IGACI","AL","03/2020","693"
"270310","IGACI","AL","09/2020","698"
"270310","IGACI","AL","07/2020","700"
"270310","IGACI","AL","06/2020","699"
"270320","IGREJA NOVA","AL","12/2020","701"
"270320","IGREJA NOVA","AL","11/2020","707"
"270320","IGREJA NOVA","AL","10/2020","710"
"270320","IGREJA NOVA","AL","09/2020","707"
"270320","IGREJA NOVA","AL","08/2020","707"
"270320","IGREJA NOVA","AL","07/2020","707"
"270320","IGREJA NOVA","AL","06/2020","708"
"270320","IGREJA NOVA","AL","05/2020","710"
"270320","IGREJA NOVA","AL","04/2020","711"
"270320","IGREJA NOVA","AL","02/2020","702"
"270320","IGREJA NOVA","AL","03/2020","705"
"270320","IGREJA NOVA","AL","01/2020","717"
"270330","INHAPI","AL","12/2020","247"
"270330","INHAPI","AL","11/2020","249"
"270330","INHAPI","AL","10/2020","250"
"270330","INHAPI","AL","09/2020","252"
"270330","INHAPI","AL","08/2020","251"
"270330","INHAPI","AL","05/2020","246"
"270330","INHAPI","AL","04/2020","243"
"270330","INHAPI","AL","03/2020","241"
"270330","INHAPI","AL","02/2020","240"
"270330","INHAPI","AL","01/2020","242"
"270330","INHAPI","AL","06/2020","248"
"270330","INHAPI","AL","07/2020","251"
"270340","JACARÉ DOS HOMENS","AL","04/2020","47"
"270340","JACARÉ DOS HOMENS","AL","09/2020","47"
"270340","JACARÉ DOS HOMENS","AL","01/2020","47"
"270340","JACARÉ DOS HOMENS","AL","10/2020","47"
"270340","JACARÉ DOS HOMENS","AL","12/2020","43"
"270340","JACARÉ DOS HOMENS","AL","11/2020","44"
"270340","JACARÉ DOS HOMENS","AL","08/2020","47"
"270340","JACARÉ DOS HOMENS","AL","07/2020","47"
"270340","JACARÉ DOS HOMENS","AL","02/2020","47"
"270340","JACARÉ DOS HOMENS","AL","05/2020","47"
"270340","JACARÉ DOS HOMENS","AL","06/2020","47"
"270340","JACARÉ DOS HOMENS","AL","03/2020","47"
"270350","JACUÍPE","AL","08/2020","49"
"270350","JACUÍPE","AL","11/2020","49"
"270350","JACUÍPE","AL","09/2020","49"
"270350","JACUÍPE","AL","10/2020","49"
"270350","JACUÍPE","AL","04/2020","48"
"270350","JACUÍPE","AL","03/2020","48"
"270350","JACUÍPE","AL","01/2020","49"
"270350","JACUÍPE","AL","02/2020","48"
"270350","JACUÍPE","AL","12/2020","50"
"270350","JACUÍPE","AL","07/2020","49"
"270350","JACUÍPE","AL","05/2020","49"
"270350","JACUÍPE","AL","06/2020","48"
"270360","JAPARATINGA","AL","01/2020","34"
"270360","JAPARATINGA","AL","04/2020","35"
"270360","JAPARATINGA","AL","03/2020","34"
"270360","JAPARATINGA","AL","05/2020","35"
"270360","JAPARATINGA","AL","06/2020","37"
"270360","JAPARATINGA","AL","07/2020","38"
"270360","JAPARATINGA","AL","10/2020","38"
"270360","JAPARATINGA","AL","12/2020","38"
"270360","JAPARATINGA","AL","08/2020","38"
"270360","JAPARATINGA","AL","11/2020","37"
"270360","JAPARATINGA","AL","02/2020","34"
"270360","JAPARATINGA","AL","09/2020","38"
"270370","JARAMATAIA","AL","09/2020","46"
"270370","JARAMATAIA","AL","05/2020","44"
"270370","JARAMATAIA","AL","12/2020","46"
"270370","JARAMATAIA","AL","01/2020","45"
"270370","JARAMATAIA","AL","07/2020","46"
"270370","JARAMATAIA","AL","11/2020","46"
"270370","JARAMATAIA","AL","08/2020","46"
"270370","JARAMATAIA","AL","03/2020","44"
"270370","JARAMATAIA","AL","04/2020","45"
"270370","JARAMATAIA","AL","10/2020","46"
"270370","JARAMATAIA","AL","06/2020","44"
"270370","JARAMATAIA","AL","02/2020","45"
"270375","JEQUIÁ DA PRAIA","AL","05/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","07/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","01/2020","46"
"270375","JEQUIÁ DA PRAIA","AL","03/2020","46"
"270375","JEQUIÁ DA PRAIA","AL","08/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","09/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","02/2020","47"
"270375","JEQUIÁ DA PRAIA","AL","10/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","11/2020","43"
"270375","JEQUIÁ DA PRAIA","AL","12/2020","42"
"270375","JEQUIÁ DA PRAIA","AL","06/2020","44"
"270375","JEQUIÁ DA PRAIA","AL","04/2020","44"
"270380","JOAQUIM GOMES","AL","03/2020","624"
"270380","JOAQUIM GOMES","AL","09/2020","644"
"270380","JOAQUIM GOMES","AL","08/2020","642"
"270380","JOAQUIM GOMES","AL","07/2020","645"
"270380","JOAQUIM GOMES","AL","06/2020","638"
"270380","JOAQUIM GOMES","AL","05/2020","634"
"270380","JOAQUIM GOMES","AL","04/2020","625"
"270380","JOAQUIM GOMES","AL","10/2020","649"
"270380","JOAQUIM GOMES","AL","02/2020","625"
"270380","JOAQUIM GOMES","AL","11/2020","651"
"270380","JOAQUIM GOMES","AL","01/2020","621"
"270380","JOAQUIM GOMES","AL","12/2020","647"
"270390","JUNDIÁ","AL","07/2020","116"
"270390","JUNDIÁ","AL","09/2020","114"
"270390","JUNDIÁ","AL","10/2020","114"
"270390","JUNDIÁ","AL","03/2020","111"
"270390","JUNDIÁ","AL","11/2020","113"
"270390","JUNDIÁ","AL","12/2020","114"
"270390","JUNDIÁ","AL","08/2020","116"
"270390","JUNDIÁ","AL","06/2020","115"
"270390","JUNDIÁ","AL","04/2020","112"
"270390","JUNDIÁ","AL","05/2020","115"
"270390","JUNDIÁ","AL","02/2020","112"
"270390","JUNDIÁ","AL","01/2020","112"
"270400","JUNQUEIRO","AL","09/2020","528"
"270400","JUNQUEIRO","AL","01/2020","525"
"270400","JUNQUEIRO","AL","03/2020","514"
"270400","JUNQUEIRO","AL","04/2020","516"
"270400","JUNQUEIRO","AL","05/2020","524"
"270400","JUNQUEIRO","AL","06/2020","523"
"270400","JUNQUEIRO","AL","08/2020","526"
"270400","JUNQUEIRO","AL","10/2020","530"
"270400","JUNQUEIRO","AL","11/2020","530"
"270400","JUNQUEIRO","AL","12/2020","524"
"270400","JUNQUEIRO","AL","07/2020","525"
"270400","JUNQUEIRO","AL","02/2020","516"
"270410","LAGOA DA CANOA","AL","07/2020","485"
"270410","LAGOA DA CANOA","AL","06/2020","481"
"270410","LAGOA DA CANOA","AL","12/2020","482"
"270410","LAGOA DA CANOA","AL","11/2020","482"
"270410","LAGOA DA CANOA","AL","05/2020","482"
"270410","LAGOA DA CANOA","AL","10/2020","483"
"270410","LAGOA DA CANOA","AL","09/2020","485"
"270410","LAGOA DA CANOA","AL","08/2020","488"
"270410","LAGOA DA CANOA","AL","04/2020","484"
"270410","LAGOA DA CANOA","AL","03/2020","481"
"270410","LAGOA DA CANOA","AL","02/2020","482"
"270410","LAGOA DA CANOA","AL","01/2020","486"
"270420","LIMOEIRO DE ANADIA","AL","10/2020","279"
"270420","LIMOEIRO DE ANADIA","AL","11/2020","273"
"270420","LIMOEIRO DE ANADIA","AL","01/2020","272"
"270420","LIMOEIRO DE ANADIA","AL","07/2020","282"
"270420","LIMOEIRO DE ANADIA","AL","02/2020","275"
"270420","LIMOEIRO DE ANADIA","AL","12/2020","270"
"270420","LIMOEIRO DE ANADIA","AL","06/2020","283"
"270420","LIMOEIRO DE ANADIA","AL","03/2020","278"
"270420","LIMOEIRO DE ANADIA","AL","08/2020","282"
"270420","LIMOEIRO DE ANADIA","AL","05/2020","281"
"270420","LIMOEIRO DE ANADIA","AL","04/2020","281"
"270420","LIMOEIRO DE ANADIA","AL","09/2020","281"
"270430","MACEIÓ","AL","07/2020","23602"
"270430","MACEIÓ","AL","01/2020","23600"
"270430","MACEIÓ","AL","02/2020","23367"
"270430","MACEIÓ","AL","03/2020","23425"
"270430","MACEIÓ","AL","04/2020","23526"
"270430","MACEIÓ","AL","05/2020","23636"
"270430","MACEIÓ","AL","06/2020","23591"
"270430","MACEIÓ","AL","08/2020","23623"
"270430","MACEIÓ","AL","10/2020","23627"
"270430","MACEIÓ","AL","11/2020","23633"
"270430","MACEIÓ","AL","12/2020","23598"
"270430","MACEIÓ","AL","09/2020","23656"
"270440","MAJOR ISIDORO","AL","04/2020","385"
"270440","MAJOR ISIDORO","AL","09/2020","385"
"270440","MAJOR ISIDORO","AL","10/2020","384"
"270440","MAJOR ISIDORO","AL","05/2020","385"
"270440","MAJOR ISIDORO","AL","12/2020","380"
"270440","MAJOR ISIDORO","AL","06/2020","383"
"270440","MAJOR ISIDORO","AL","07/2020","384"
"270440","MAJOR ISIDORO","AL","01/2020","386"
"270440","MAJOR ISIDORO","AL","02/2020","383"
"270440","MAJOR ISIDORO","AL","11/2020","383"
"270440","MAJOR ISIDORO","AL","03/2020","382"
"270440","MAJOR ISIDORO","AL","08/2020","383"
"270450","MARAGOGI","AL","07/2020","447"
"270450","MARAGOGI","AL","04/2020","446"
"270450","MARAGOGI","AL","12/2020","451"
"270450","MARAGOGI","AL","11/2020","450"
"270450","MARAGOGI","AL","10/2020","452"
"270450","MARAGOGI","AL","09/2020","448"
"270450","MARAGOGI","AL","02/2020","440"
"270450","MARAGOGI","AL","08/2020","447"
"270450","MARAGOGI","AL","01/2020","444"
"270450","MARAGOGI","AL","05/2020","446"
"270450","MARAGOGI","AL","03/2020","442"
"270450","MARAGOGI","AL","06/2020","443"
"270460","MARAVILHA","AL","07/2020","152"
"270460","MARAVILHA","AL","12/2020","148"
"270460","MARAVILHA","AL","11/2020","149"
"270460","MARAVILHA","AL","10/2020","150"
"270460","MARAVILHA","AL","09/2020","151"
"270460","MARAVILHA","AL","08/2020","151"
"270460","MARAVILHA","AL","06/2020","152"
"270460","MARAVILHA","AL","05/2020","153"
"270460","MARAVILHA","AL","04/2020","154"
"270460","MARAVILHA","AL","03/2020","155"
"270460","MARAVILHA","AL","02/2020","153"
"270460","MARAVILHA","AL","01/2020","155"
"270470","MARECHAL DEODORO","AL","08/2020","1020"
"270470","MARECHAL DEODORO","AL","02/2020","984"
"270470","MARECHAL DEODORO","AL","01/2020","998"
"270470","MARECHAL DEODORO","AL","05/2020","1007"
"270470","MARECHAL DEODORO","AL","10/2020","1023"
"270470","MARECHAL DEODORO","AL","11/2020","1025"
"270470","MARECHAL DEODORO","AL","07/2020","1010"
"270470","MARECHAL DEODORO","AL","09/2020","1021"
"270470","MARECHAL DEODORO","AL","12/2020","1020"
"270470","MARECHAL DEODORO","AL","04/2020","989"
"270470","MARECHAL DEODORO","AL","03/2020","987"
"270470","MARECHAL DEODORO","AL","06/2020","1008"
"270480","MARIBONDO","AL","03/2020","440"
"270480","MARIBONDO","AL","11/2020","449"
"270480","MARIBONDO","AL","10/2020","449"
"270480","MARIBONDO","AL","09/2020","452"
"270480","MARIBONDO","AL","01/2020","442"
"270480","MARIBONDO","AL","04/2020","446"
"270480","MARIBONDO","AL","08/2020","452"
"270480","MARIBONDO","AL","06/2020","452"
"270480","MARIBONDO","AL","12/2020","441"
"270480","MARIBONDO","AL","07/2020","454"
"270480","MARIBONDO","AL","05/2020","452"
"270480","MARIBONDO","AL","02/2020","436"
"270490","MAR VERMELHO","AL","11/2020","19"
"270490","MAR VERMELHO","AL","04/2020","19"
"270490","MAR VERMELHO","AL","03/2020","19"
"270490","MAR VERMELHO","AL","02/2020","19"
"270490","MAR VERMELHO","AL","01/2020","20"
"270490","MAR VERMELHO","AL","12/2020","18"
"270490","MAR VERMELHO","AL","10/2020","19"
"270490","MAR VERMELHO","AL","07/2020","19"
"270490","MAR VERMELHO","AL","08/2020","19"
"270490","MAR VERMELHO","AL","09/2020","19"
"270490","MAR VERMELHO","AL","06/2020","19"
"270490","MAR VERMELHO","AL","05/2020","19"
"270500","MATA GRANDE","AL","04/2020","409"
"270500","MATA GRANDE","AL","09/2020","411"
"270500","MATA GRANDE","AL","11/2020","412"
"270500","MATA GRANDE","AL","06/2020","410"
"270500","MATA GRANDE","AL","08/2020","410"
"270500","MATA GRANDE","AL","10/2020","413"
"270500","MATA GRANDE","AL","12/2020","413"
"270500","MATA GRANDE","AL","01/2020","408"
"270500","MATA GRANDE","AL","02/2020","404"
"270500","MATA GRANDE","AL","05/2020","408"
"270500","MATA GRANDE","AL","07/2020","410"
"270500","MATA GRANDE","AL","03/2020","404"
"270510","MATRIZ DE CAMARAGIBE","AL","02/2020","489"
"270510","MATRIZ DE CAMARAGIBE","AL","09/2020","500"
"270510","MATRIZ DE CAMARAGIBE","AL","08/2020","498"
"270510","MATRIZ DE CAMARAGIBE","AL","10/2020","506"
"270510","MATRIZ DE CAMARAGIBE","AL","07/2020","496"
"270510","MATRIZ DE CAMARAGIBE","AL","06/2020","494"
"270510","MATRIZ DE CAMARAGIBE","AL","04/2020","492"
"270510","MATRIZ DE CAMARAGIBE","AL","05/2020","498"
"270510","MATRIZ DE CAMARAGIBE","AL","03/2020","490"
"270510","MATRIZ DE CAMARAGIBE","AL","01/2020","486"
"270510","MATRIZ DE CAMARAGIBE","AL","11/2020","504"
"270510","MATRIZ DE CAMARAGIBE","AL","12/2020","500"
"270520","MESSIAS","AL","01/2020","196"
"270520","MESSIAS","AL","02/2020","189"
"270520","MESSIAS","AL","04/2020","191"
"270520","MESSIAS","AL","07/2020","188"
"270520","MESSIAS","AL","08/2020","188"
"270520","MESSIAS","AL","09/2020","189"
"270520","MESSIAS","AL","10/2020","189"
"270520","MESSIAS","AL","05/2020","191"
"270520","MESSIAS","AL","06/2020","190"
"270520","MESSIAS","AL","03/2020","189"
"270520","MESSIAS","AL","12/2020","186"
"270520","MESSIAS","AL","11/2020","187"
"270530","MINADOR DO NEGRÃO","AL","07/2020","59"
"270530","MINADOR DO NEGRÃO","AL","08/2020","61"
"270530","MINADOR DO NEGRÃO","AL","09/2020","62"
"270530","MINADOR DO NEGRÃO","AL","10/2020","61"
"270530","MINADOR DO NEGRÃO","AL","12/2020","59"
"270530","MINADOR DO NEGRÃO","AL","05/2020","57"
"270530","MINADOR DO NEGRÃO","AL","02/2020","57"
"270530","MINADOR DO NEGRÃO","AL","04/2020","57"
"270530","MINADOR DO NEGRÃO","AL","06/2020","58"
"270530","MINADOR DO NEGRÃO","AL","03/2020","57"
"270530","MINADOR DO NEGRÃO","AL","11/2020","59"
"270530","MINADOR DO NEGRÃO","AL","01/2020","58"
"270540","MONTEIRÓPOLIS","AL","10/2020","84"
"270540","MONTEIRÓPOLIS","AL","01/2020","86"
"270540","MONTEIRÓPOLIS","AL","02/2020","85"
"270540","MONTEIRÓPOLIS","AL","03/2020","84"
"270540","MONTEIRÓPOLIS","AL","04/2020","84"
"270540","MONTEIRÓPOLIS","AL","05/2020","85"
"270540","MONTEIRÓPOLIS","AL","06/2020","85"
"270540","MONTEIRÓPOLIS","AL","08/2020","84"
"270540","MONTEIRÓPOLIS","AL","09/2020","85"
"270540","MONTEIRÓPOLIS","AL","11/2020","78"
"270540","MONTEIRÓPOLIS","AL","12/2020","78"
"270540","MONTEIRÓPOLIS","AL","07/2020","84"
"270550","MURICI","AL","04/2020","1346"
"270550","MURICI","AL","05/2020","1343"
"270550","MURICI","AL","06/2020","1343"
"270550","MURICI","AL","07/2020","1346"
"270550","MURICI","AL","08/2020","1341"
"270550","MURICI","AL","09/2020","1335"
"270550","MURICI","AL","11/2020","1334"
"270550","MURICI","AL","02/2020","1340"
"270550","MURICI","AL","12/2020","1323"
"270550","MURICI","AL","01/2020","1348"
"270550","MURICI","AL","10/2020","1331"
"270550","MURICI","AL","03/2020","1343"
"270560","NOVO LINO","AL","08/2020","144"
"270560","NOVO LINO","AL","12/2020","149"
"270560","NOVO LINO","AL","11/2020","146"
"270560","NOVO LINO","AL","10/2020","144"
"270560","NOVO LINO","AL","09/2020","145"
"270560","NOVO LINO","AL","07/2020","143"
"270560","NOVO LINO","AL","06/2020","142"
"270560","NOVO LINO","AL","05/2020","143"
"270560","NOVO LINO","AL","04/2020","142"
"270560","NOVO LINO","AL","03/2020","140"
"270560","NOVO LINO","AL","02/2020","139"
"270560","NOVO LINO","AL","01/2020","140"
"270570","OLHO DÁGUA DAS FLORES","AL","12/2020","362"
"270570","OLHO DÁGUA DAS FLORES","AL","01/2020","354"
"270570","OLHO DÁGUA DAS FLORES","AL","07/2020","363"
"270570","OLHO DÁGUA DAS FLORES","AL","05/2020","364"
"270570","OLHO DÁGUA DAS FLORES","AL","11/2020","366"
"270570","OLHO DÁGUA DAS FLORES","AL","02/2020","356"
"270570","OLHO DÁGUA DAS FLORES","AL","03/2020","358"
"270570","OLHO DÁGUA DAS FLORES","AL","08/2020","363"
"270570","OLHO DÁGUA DAS FLORES","AL","04/2020","365"
"270570","OLHO DÁGUA DAS FLORES","AL","09/2020","363"
"270570","OLHO DÁGUA DAS FLORES","AL","10/2020","366"
"270570","OLHO DÁGUA DAS FLORES","AL","06/2020","362"
"270580","OLHO DÁGUA DO CASADO","AL","10/2020","72"
"270580","OLHO DÁGUA DO CASADO","AL","12/2020","69"
"270580","OLHO DÁGUA DO CASADO","AL","01/2020","72"
"270580","OLHO DÁGUA DO CASADO","AL","02/2020","70"
"270580","OLHO DÁGUA DO CASADO","AL","03/2020","70"
"270580","OLHO DÁGUA DO CASADO","AL","04/2020","70"
"270580","OLHO DÁGUA DO CASADO","AL","05/2020","70"
"270580","OLHO DÁGUA DO CASADO","AL","06/2020","71"
"270580","OLHO DÁGUA DO CASADO","AL","07/2020","71"
"270580","OLHO DÁGUA DO CASADO","AL","08/2020","72"
"270580","OLHO DÁGUA DO CASADO","AL","09/2020","72"
